X,Y,OBJECTID,carr_way_no,road_id,road_name,start_name,end_name,location,latest,count_date,peak_hour,count_duration,adt,peaktraffic,pccar,pclcv,pcmcv,pchcvi,pchcvii,pcbus,pcheavy,NZTMX,NZTMY
1768356,5907696,2805,26250,52041,ORMISTON RD (EAST TAMAKI) SOUTHWEST,MURCHISON RD,UNNAMED ST (LHS),213,Yes,2013/04/11 00:00:00+00,1630,7D,16141,1759,93,1,3,2,1,0,6,1768356,5907696
1759911,5906915,2806,26244,52040,ORLY AVE,WADDON PL,CAPE RD,268,Yes,2012/09/09 00:00:00+00,1500,7D,8927,831,99,0,1,0,0,0,1,1759911,5906915
1760049,5907054,2807,34545,52040,ORLY AVE,BADER DR RAB,SHOPPING CENTRE RAB,80,Yes,2015/04/18 00:00:00+00,1015,7D,13846,1268,96,0,3,1,0,0,4,1760049,5907054
1765074,5906255,2808,34539,52023,OMAGH AVE,KOLMAR RD RAB,RANGITOTO RD RAB,117,Yes,2013/06/07 00:00:00+00,1630,7D,6988,850,98,0,2,0,0,0,2,1765074,5906255
1770428,5917012,2809,34343,52021,OLIVER RD,BUCKLANDS BEACH RD RAB,QUEDLEY CRT,212,Yes,2013/08/24 00:00:00+00,1615,7D,1087,121,99,0,1,0,0,0,1,1770428,5917012
1771294,5915214,2810,26184,52008,O'HALLORAN RD,BLEAKHOUSE RD,JEFF PL,168,Yes,2013/08/24 00:00:00+00,1645,7D,431,57,98,1,1,0,0,0,1,1771294,5915214
1772215.534,5913246.719,2811,26142,51987,NICHOLAS RD,EDENDALE RD,SANDALWOOD PL,512,Yes,2012/12/10 00:00:00+00,1715,7D,2163,237,99,0,1,0,0,0,1,1772215.534,5913246.719
1771332,5914867,2812,26123,51974,NELSON ST (HOWICK),RIDGE RD,WELLINGTON ST RAB,108,Yes,2013/08/24 00:00:00+00,1700,7D,2938,337,99,0,1,0,0,0,1,1771332,5914867
1767776,5910060,2813,26118,51973,NEILPARK DR,ALLENS RD,KERWYN AVE,245,Yes,2012/11/28 00:00:00+00,1200,7D,2736,383,84,1,10,4,1,0,15,1767776,5910060
1770668,5900744,2814,26116,51971,NEARCO ST,HYPERION DR,RIVERTON DR,139,Yes,2013/03/10 00:00:00+00,800,7D,1138,125,96,0,4,0,0,0,4,1770668,5900744
1768522.916,5910608.729,2815,26115,51970,NEALES RD,HARRIS RD,BRUCE RODERICK DR,289,Yes,2012/11/28 00:00:00+00,730,7D,3218,518,83,3,9,4,1,0,14,1768522.916,5910608.729
1769307,5900341,2816,33799,51958,MYERS RD,GREAT SOUTH RD (START ISLAND RHS),FERGUSON ST,68,Yes,2013/10/15 00:00:00+00,800,7D,2575,432,97,0,2,1,0,0,3,1769307,5900341
1770833,5916019,2817,26090,51956,MURVALE DR,JANDELL CRES,MAUGHAM DR,446,Yes,2013/09/10 00:00:00+00,800,7D,662,240,98,1,1,0,0,0,1,1770833,5916019
1771279,5906759,2818,37229,51954,MURPHYS RD,KERRYKEEL DR,TIMMER RD,2528,Yes,2014/06/19 00:00:00+00,730,7D,11001,1538,95,1,3,1,0,0,4,1771279,5906759
1768213,5898211,2819,26079,51950,MUIRFIELD ST,PRESTWICK PL,TINGTON AVE,172,Yes,2013/09/14 00:00:00+00,1700,7D,486,64,96,1,3,0,0,0,3,1768213,5898211
1758141,5909671,2820,26078,51949,MUIR AVE,WALLACE RD,DALRY PL,76,Yes,2012/07/28 00:00:00+00,800,7D,4116,493,96,1,3,0,0,0,3,1758141,5909671
1758949,5908654,2821,26064,51947,MOUNTAIN RD (MANGERE),KAPUKA RD,MILLER RD (LHS),770,Yes,2012/07/28 00:00:00+00,745,7D,2300,335,92,0,6,2,0,0,8,1758949,5908654
1771847,5914484,2822,26042,51941,MOORE ST (HOWICK),NELSON ST,BAIRD ST,686,Yes,2013/09/07 00:00:00+00,1030,7D,3569,443,98,0,2,0,0,0,2,1771847,5914484
1757973,5906097,2823,34308,51936,MONTGOMERIE RD (WEST),PAVILION DR,ASCOT RD,1038,Yes,2013/07/07 00:00:00+00,745,7D,1846,286,82,0,9,4,5,0,18,1757973,5906097
1770890,5913314,2824,34306,51925,MIRRABOOKA AVE,ROYALLE MEWS,PARRAMATTA PL,129,Yes,2013/09/07 00:00:00+00,815,7D,2235,316,99,0,1,0,0,0,1,1770890,5913314
1772275,5914019,2825,34531,51920,MINERVA TCE,PAPAROA RD RAB,COOK ST RAB (SOUTH),228,Yes,2013/09/07 00:00:00+00,745,7D,5394,730,96,0,2,2,0,0,4,1772275,5914019
1770126,5913305,2826,25986,51919,MINARET DR,MALVINA PL,CHERRY RD,,Yes,2013/08/24 00:00:00+00,800,7D,825,125,99,0,1,0,0,0,1,1770126,5913305
1763493,5906646,2827,25982,51917,MILTON RD (PAPATOETOE),ROSEBANK RD,BUCKLAND RD,404,Yes,2012/12/10 00:00:00+00,800,7D,829,157,99,0,1,0,0,0,1,1763493,5906646
1770506,5912306,2828,34303,51916,MILLHOUSE DR,PAJARO PL,BOTANY RD,1426,Yes,2014/02/03 00:00:00+00,1730,7D,13563,1247,96,1,2,1,0,0,3,1770506,5912306
1770890,5912542,2829,34302,51916,MILLHOUSE DR,CANTORA AVE,AMADEUS PL,915,Yes,2014/02/03 00:00:00+00,1730,7D,12464,1176,95,1,3,1,0,0,4,1770890,5912542
1771545,5912913,2830,34301,51916,MILLHOUSE DR,WHITFORD RD RAB,NORTHPARK AVE,121,Yes,2014/06/24 00:00:00+00,1200,7D,10271,957,95,0,3,2,0,0,5,1771545,5912913
1771878,5913042,2831,28134,51892,MEADOWLAND DR,GOOCH PL,CLYDESDALE AVE,207,Yes,2013/09/07 00:00:00+00,1445,7D,10175,965,98,0,1,1,0,0,2,1771878,5913042
1765571,5897985,2832,25899,51877,MCINNES RD,WEYMOUTH RD,LANE RD,94,Yes,2012/11/14 00:00:00+00,745,7D,478,65,97,0,2,1,0,0,3,1765571,5897985
1770562,5916064,2833,25866,51857,MAUGHAM DR,COLUM PL,PRIESTLEY DR,315,Yes,2013/08/24 00:00:00+00,800,7D,685,103,99,0,1,0,0,0,1,1770562,5916064
1760385,5906990,2834,25834,51841,MASCOT AVE,CANNING CRES,BADER DR RAB,1028,Yes,2015/04/18 00:00:00+00,815,7D,16679,1552,96,0,2,2,0,0,4,1760385,5906990
1760594,5906512,2835,25838,51841,MASCOT AVE,HEYFORD CLOSE,FRIESIAN DR,483,Yes,2015/04/18 00:00:00+00,745,7D,9432,860,96,0,3,1,0,0,4,1760594,5906512
1760636,5906208,2836,25841,51841,MASCOT AVE,MASSEY RD,KEMBLE CLOSE,144,Yes,2013/07/29 00:00:00+00,1145,7D,4052,407,97,0,2,1,0,0,3,1760636,5906208
1770636,5915515,2837,25814,51826,MARENDELLAS DR,GILLS RD,SHERALEE PL,152,Yes,2013/08/21 00:00:00+00,800,7D,534,95,97,0,3,0,0,0,3,1770636,5915515
1781079,5916126,2838,25808,51822,MARAETAI SCHOOL RD,MARAETAI HEIGHTS RD,OMANA HEIGHTS DR,519,Yes,2013/08/07 00:00:00+00,1715,7D,567,75,94,1,5,0,0,0,5,1781079,5916126
1782534,5916257,2839,25793,51819,MARAETAI COAST RD,MARAETAI DR (START ISLAND LHS),SPEED DERESTRICTION,76,Yes,2013/08/07 00:00:00+00,1115,7D,920,143,93,2,4,1,0,0,5,1782534,5916257
1768100,5901986,2840,25761,51794,MAICH RD,CLARK ST,MARTIN RD,1100,Yes,2013/09/04 00:00:00+00,1630,7D,4380,530,98,0,2,0,0,0,2,1768100,5901986
1766473,5899474,2841,28930,51790,MAHIA RD,CASTLEFINN DR,DAMIAN WAY,3331,Yes,2013/09/03 00:00:00+00,1600,7D,8994,1115,94,1,3,1,1,0,5,1766473,5899474
1770589,5916350,2842,25731,51787,MACLEANS RD,RICHARD AVE,PRIESTLEY DR RAB,507,Yes,2013/09/07 00:00:00+00,800,7D,5776,1076,96,0,3,1,0,0,4,1770589,5916350
1768434,5900821,2843,25711,51773,LUPTON RD,RUSSELL RD,SELWYN RD RAB,135,Yes,2012/10/14 00:00:00+00,1645,7D,6277,670,99,0,1,0,0,0,1,1768434,5900821
1770274,5900393,2844,25673,51748,LIMOND ST,HYPERION DR,BALLOCH ST,150,Yes,2013/03/10 00:00:00+00,800,7D,624,81,99,0,1,0,0,0,1,1770274,5900393
1770868,5913789,2845,25668,51743,LEXINGTON DR,BOTANY RD,VOLTAIRE CRT,74,Yes,2013/08/21 00:00:00+00,1700,7D,3046,360,97,0,2,1,0,0,3,1770868,5913789
1767291,5913286,2846,34216,51741,LEWIS RD (PAKURANGA),PAKURANGA RD (KERBLINE),AYR RD,139,Yes,2012/12/02 00:00:00+00,630,7D,662,128,99,0,1,0,0,0,1,1767291,5913286
1767936,5913532,2847,34507,51714,LARNE AVE,POOLEY ST,UDYS RD,513,Yes,2013/11/11 00:00:00+00,745,7D,2152,386,97,1,2,0,0,0,2,1767936,5913532
1770027,5917215,2848,25599,51700,LAINGS RD,THE PARADE (MANHOLE RHS),BUCKLANDS BEACH RD,148,Yes,2013/08/21 00:00:00+00,1630,7D,2732,341,94,1,3,2,0,0,5,1770027,5917215
1768571,5913065,2849,25595,51696,LA TROBE ST,ENNIS AVE (NORTH),PAULANGE PL,74,Yes,2012/12/03 00:00:00+00,800,7D,652,79,97,0,2,1,0,0,3,1768571,5913065
1771384,5913592,2850,25589,51694,KYEEMAGH ST,KURNELL DR,TOWRA PL,84,Yes,2013/08/21 00:00:00+00,815,7D,1847,302,98,0,2,0,0,0,2,1771384,5913592
1770975,5913621,2851,25585,51692,KURNELL DR,BOTANY RD,BARINGA PL,89,Yes,2013/08/21 00:00:00+00,815,7D,2009,270,98,0,2,0,0,0,2,1770975,5913621
1757995,5910208,2852,25539,51674,KIWI ESP,HOUSE AVE,SEAFORTH AVE (HYDRANT LHS),1352,Yes,2013/07/29 00:00:00+00,1400,7D,1400,184,91,1,7,1,0,0,8,1757995,5910208
1759688,5906317,2853,34725,51668,KIRKBRIDE RD,NAYLORS DR,JORDAN RD,138,Yes,2013/07/29 00:00:00+00,1630,7D,16684,1651,93,1,4,1,1,0,6,1759688,5906317
1758938,5907282,2854,28023,51668,KIRKBRIDE RD,IDLEWILD AVE,MCKENZIE RD (AT TEE),1472,Yes,2013/07/07 00:00:00+00,1630,7D,9199,1095,87,1,10,1,1,0,12,1758938,5907282
1771076,5911972,2855,25496,51655,KILIMANJARO DR,MATTERHORN CRES,TARNICA RD,146,Yes,2013/09/07 00:00:00+00,800,7D,2848,331,98,0,2,0,0,0,2,1771076,5911972
1767569,5909917,2856,25488,51652,KERWYN AVE,ANDROMEDA CRES (WEST),ARWEN PL,737,Yes,2014/03/14 00:00:00+00,1545,7D,8275,1041,86,1,10,2,1,0,13,1767569,5909917
1767954,5901195,2857,25390,51599,JUTLAND RD (MANUREWA),GLOUCESTER RD,RAILWAY OVERBRIDGE (1ST ABUTMENT),274,Yes,2013/09/04 00:00:00+00,1645,7D,3998,653,98,0,2,0,0,0,2,1767954,5901195
1770775,5915052,2858,25387,51596,JULIET AVE,WILLOUGHBY AVE,FINNERTY AVE,453,Yes,2013/08/21 00:00:00+00,1445,7D,982,117,97,1,2,0,0,0,2,1770775,5915052
1759637,5906425,2859,25380,51588,JORDAN RD (MANGERE),KIRKBRIDE RD,THOMAS RD,272,Yes,2013/07/07 00:00:00+00,1530,7D,3610,348,98,0,2,0,0,0,2,1759637,5906425
1768252,5908557,2860,33772,51584,JOHNSTONES RD,EILEEN LANE,CLARKSON CRES,91,Yes,2013/09/12 00:00:00+00,1215,7D,1915,192,94,0,5,1,0,0,6,1768252,5908557
1767806,5913557,2861,25370,51583,JOHNS LANE,PAKURANGA RD,UDYS RD,52,Yes,2013/12/10 00:00:00+00,800,7D,1757,191,97,1,2,0,0,0,2,1767806,5913557
1773500,5914208,2862,25360,51580,JOHN GILL RD,ADVENE RD,CHURCHILL RD,852,Yes,2013/08/21 00:00:00+00,800,7D,508,81,98,0,2,0,0,0,2,1773500,5914208
1768143,5901316,2863,25348,51574,JELLICOE RD (MANUREWA),JUTLAND RD,BEATTY AVE (LIGHTPOLE LHS),1217,Yes,2013/09/04 00:00:00+00,1645,7D,3696,480,98,0,2,0,0,0,2,1768143,5901316
1767909,5901471,2864,25346,51574,JELLICOE RD (MANUREWA),HALSEY RD,RUTH ST,938,Yes,2013/09/04 00:00:00+00,1645,7D,3818,718,97,1,2,0,0,0,2,1767909,5901471
1767335,5901830,2865,25344,51574,JELLICOE RD (MANUREWA),BROWNS RD,WAR MEMORIAL PARK ENTRANCE,262,Yes,2013/09/04 00:00:00+00,1645,7D,2512,541,96,1,3,0,0,0,3,1767335,5901830
1768131,5905794,2866,25320,51555,ISRAEL AVE,ARIA PL,IOTA PL,317,Yes,2013/09/03 00:00:00+00,1615,7D,1215,141,98,0,1,1,0,0,2,1768131,5905794
1761437,5906520,2867,25298,51540,IMRIE AVE,MASSEY RD,TRANENT RD,181,Yes,2015/04/18 00:00:00+00,815,7D,2012,283,98,0,1,1,0,0,2,1761437,5906520
1758786,5904275,2868,25290,51534,IHUMATAO RD,GEORGE BOLT MEMORIAL DR,RENTON RD,152,Yes,2012/07/28 00:00:00+00,1145,7D,585,71,79,1,16,3,1,0,20,1758786,5904275
1759737,5907467,2869,25276,51531,IDLEWILD AVE,TACON PL,BADER DR,857,Yes,2012/07/28 00:00:00+00,800,7D,6909,706,99,0,1,0,0,0,1,1759737,5907467
1770576,5900569,2870,25267,51527,HYPERION DR,NEARCO ST,GOLDNIB PL,555,Yes,2013/03/10 00:00:00+00,1530,7D,1669,201,96,1,3,0,0,0,3,1770576,5900569
1770971,5900620,2871,25265,51527,HYPERION DR,PORCHESTER RD,FOXLAW ST,150,Yes,2013/10/15 00:00:00+00,1730,7D,2083,198,95,1,4,0,0,0,4,1770971,5900620
1771023,5915613,2872,,51523,HUTCHINSONS RD,,,1281,Yes,2014/05/05 00:00:00+00,1715,7D,5472,661,98,1,1,0,0,0,1,1771023,5915613
1771759,5914843,2873,25249,51517,HOWE ST (HOWICK),RIDGE RD,WELLINGTON ST,561,Yes,2013/08/20 00:00:00+00,1715,7D,1110,133,96,0,2,2,0,0,4,1771759,5914843
1757950,5909999,2874,33756,51515,HOUSE AVE,WATERVISTA PL,MUIR AVE,220,Yes,2012/07/28 00:00:00+00,800,7D,462,154,99,0,1,0,0,0,1,1757950,5909999
1769243,5913232,2875,25229,51508,HOPE FARM AVE,CASCADES RD,REELICK AVE,60,Yes,2013/12/10 00:00:00+00,1700,7D,2771,274,98,1,1,0,0,0,1,1769243,5913232
1763397,5906365,2876,25206,51495,HOKIANGA ST,PORTAGE RD,CHISHOLM ST,84,Yes,2012/12/10 00:00:00+00,1645,7D,1300,125,98,1,1,0,0,0,1,1763397,5906365
1766860,5902979,2877,25202,51492,HOBILL AVE,EARL RICHARDSON AVE,KERRS RD,618,Yes,2012/11/29 00:00:00+00,1630,7D,3515,525,90,1,6,2,1,0,9,1766860,5902979
1764340,5905492,2878,25188,51486,HILLSIDE RD (PAPATOETOE),HILL RD,SUMNER ST,141,Yes,2012/12/10 00:00:00+00,1745,7D,1148,115,99,0,1,0,0,0,1,1764340,5905492
1769315,5901690,2879,33873,51481,HILL RD (MANUREWA),CLAUDE RD,HILLCREST GR,972,Yes,2012/08/29 00:00:00+00,1215,7D,12657,1052,97,1,2,0,0,0,2,1769315,5901690
1770529,5914077,2880,34193,51477,HIGHLAND PARK DR (EASTBOUND),END DIVIDED MEDIAN,BRADBURY RD,926,Yes,2014/06/24 00:00:00+00,1715,7D,4733,521,99,0,1,0,0,0,1,1770529,5914077
1769971,5914488,2881,25145,51477,HIGHLAND PARK DR (EASTBOUND),TOMINTOUL PL,ABERFELDY AVE RAB,185,Yes,2014/02/05 00:00:00+00,1630,7D,4212,501,97,0,2,1,0,0,3,1769971,5914488
1769444,5918815,2882,25112,51456,HATTAWAY AVE,DEVON RD,THE PARADE,829,Yes,2013/09/06 00:00:00+00,1645,7D,423,132,81,1,13,5,0,0,18,1769444,5918815
1769671,5918342,2883,25111,51456,HATTAWAY AVE,WHARF RD,DEVON RD,304,Yes,2013/08/20 00:00:00+00,745,7D,1151,120,96,1,2,1,0,0,3,1769671,5918342
1767899,5908446,2884,25077,51437,HAMILL RD,BLAMPIED RD,JOHNSTONES RD,641,Yes,2012/11/30 00:00:00+00,1500,7D,808,93,99,0,1,0,0,0,1,1767899,5908446
1768919,5901037,2885,25075,51436,HALVER RD,NEWHOOK LANE,KNOX RD,155,Yes,2012/10/23 00:00:00+00,1500,7D,3021,364,99,0,1,0,0,0,1,1768919,5901037
1767659,5913412,2886,25025,51409,GREENHILL CRES,PAKURANGA RD,GRASSWAYS AVE RAB,113,Yes,2012/12/02 00:00:00+00,800,7D,780,93,98,1,1,0,0,0,1,1767659,5913412
1769008,5900738,2887,35322,51407,SPRINGSIDE DR,CAHIR PL,CLADY DR,,Yes,2012/10/14 00:00:00+00,1615,7D,16160,1438,95,1,3,1,0,0,4,1769008,5900738
1769639,5900080,2888,35321,51407,SPRINGSIDE DR,LISTACK DR,CAHIR PL,,Yes,2012/09/22 00:00:00+00,1645,7D,14006,1275,94,1,4,1,0,0,5,1769639,5900080
1768398,5901691,2889,35320,51407,SPRINGSIDE DR,FLAT BUSH SCHOOL RD,LISTACK DR,,Yes,2012/09/13 00:00:00+00,1645,7D,14304,1321,96,1,3,0,0,0,3,1768398,5901691
1767354,5905058,2890,35318,51404,ROGERS RD / CHRISTMAS RD RAB,CHRISTMAS RD,CHRISTMAS RD,26,Yes,2013/03/15 00:00:00+00,1545,7D,28724,2549,97,0,2,1,0,0,3,1767354,5905058
1767404,5913181,2891,24962,51401,GRASSWAYS AVE,REEVES RD,GLENSIDE AVE,170,Yes,2012/12/02 00:00:00+00,730,7D,435,66,99,0,1,0,0,0,1,1767404,5913181
1773236,5914833,2892,34189,51397,GRANGER RD,EVELYN RD,COCKLE BAY RD,477,Yes,2013/08/21 00:00:00+00,1515,7D,3808,443,94,0,3,3,0,0,6,1773236,5914833
1768439,5901987,2893,24948,51394,GRANDE VUE RD (MANUREWA),GREAT SOUTH RD,TAMPIN RD,111,Yes,2013/09/14 00:00:00+00,1645,7D,4257,614,98,0,2,0,0,0,2,1768439,5901987
1763324,5906695,2894,24937,51392,GRAEME AVE,HALLBERRY RD,LANDON AVE,147,Yes,2013/06/04 00:00:00+00,800,7D,4677,742,97,0,2,1,0,0,3,1763324,5906695
1770186,5909064,2895,29147,51391,GRACECHURCH DR,CHAPEL RD,BALTERSAN DR,40,Yes,2012/08/18 00:00:00+00,800,7D,3319,399,97,0,2,1,0,0,3,1770186,5909064
1767970,5912012,2896,24922,51390,GOSSAMER DR,RIVERHILLS AVE,TI RAKAU DR,1978,Yes,2014/03/14 00:00:00+00,800,7D,12201,1305,96,1,3,0,0,0,3,1767970,5912012
1770470,5913519,2897,24918,51389,GOSFORD DR,SANDGATE AVE,KELLS PL,542,Yes,2013/08/20 00:00:00+00,1230,7D,991,148,98,0,2,0,0,0,2,1770470,5913519
1769135,5904497,2898,24912,51387,GOODWOOD DR,ELSTED PL,KINGSCLERE PL,172,Yes,2012/08/30 00:00:00+00,1645,7D,4671,501,99,0,1,0,0,0,1,1769135,5904497
1768206,5914823,2899,24879,51377,GLENMORE RD (PAKURANGA),ELIMAR DR,BUTLEY DR RAB,1176,Yes,2014/05/05 00:00:00+00,1715,7D,6588,878,95,1,3,1,0,0,4,1768206,5914823
1772235,5915302,2900,24875,51374,GLENFERN RD (COCKLE BAY),HARTLES PL,PARK HILL RD,406,Yes,2013/08/20 00:00:00+00,1445,7D,761,88,96,0,2,2,0,0,4,1772235,5915302
1770621,5915606,2901,24865,51369,GILLS RD (PAKURANGA),MARENDELLAS DR,WYCHERLEY DR,528,Yes,2013/09/06 00:00:00+00,800,7D,4249,582,97,1,2,0,0,0,2,1770621,5915606
1764335,5904668,2902,24850,51364,GIFFORD RD,WYLLIE RD,MARGARET RD,73,Yes,2013/09/03 00:00:00+00,1715,7D,2551,261,97,0,2,1,0,0,3,1764335,5904668
1765665,5898552,2903,24843,51360,GIBBONS RD (MANUREWA),WEYMOUTH RD,HONEY PL,90,Yes,2013/09/03 00:00:00+00,1545,7D,1207,158,97,1,2,0,0,0,2,1765665,5898552
1761034,5906513,2904,24794,51333,FRIESIAN DR,IMRIE AVE,ASHGROVE RD,432,Yes,2015/04/18 00:00:00+00,815,7D,7673,774,98,0,2,0,0,0,2,1761034,5906513
1770812,5900647,2905,24762,51317,FOXLAW ST,HYPERION DR,MASSINE PL,27,Yes,2012/11/29 00:00:00+00,1545,7D,594,63,97,0,3,0,0,0,3,1770812,5900647
1770535,5906301,2906,30242,51304,FLAT BUSH SCHOOL RD,RIVIERA DR,ARRANMORE DR,1033,Yes,2014/05/06 00:00:00+00,745,7D,2966,351,92,1,4,2,1,0,7,1770535,5906301
1767571,5906210,2907,24732,51303,FLAT BUSH RD,PIAKO ST,VICKERMAN ST,1011,Yes,2013/11/19 00:00:00+00,800,7D,1974,222,99,0,1,0,0,0,1,1767571,5906210
1768308,5906137,2908,24728,51303,FLAT BUSH RD,RAVENNA WAY,RAPSON RD,267,Yes,2012/08/30 00:00:00+00,800,7D,4225,454,96,0,3,1,0,0,4,1768308,5906137
1767267,5914280,2909,24714,51299,FISHER PDE,THE BOULEVARD,MANOR PARK (START ENTRANCE),1545,Yes,2014/05/05 00:00:00+00,1500,7D,1017,232,99,0,1,0,0,0,1,1767267,5914280
1767758,5915076,2910,24706,51299,FISHER PDE,BRAMLEY DR,CAITHNESS PL,542,Yes,2014/05/05 00:00:00+00,800,7D,1708,246,97,1,2,0,0,0,2,1767758,5915076
1770784,5915303,2911,24692,51294,FINNERTY AVE,HUTCHINSONS RD,ANGELO AVE,138,Yes,2013/08/20 00:00:00+00,800,7D,810,130,98,0,2,0,0,0,2,1770784,5915303
1765263,5900359,2912,33891,51293,FINLAYSON AVE,PUREORA PL,BURUNDI AVE RAB,1255,Yes,2013/08/26 00:00:00+00,1715,7D,3532,439,98,0,2,0,0,0,2,1765263,5900359
1772018,5915039,2913,24643,51280,FENCIBLE DR,CENTRAL TCE,WELLINGTON ST,410,Yes,2013/08/20 00:00:00+00,1030,7D,3396,498,98,0,2,0,0,0,2,1772018,5915039
1768806,5904344,2914,33882,51258,EVERGLADE DR,BANKSIA PL,RANSOM SMYTH DR,210,Yes,2012/08/29 00:00:00+00,1645,7D,12186,1226,97,1,2,0,0,0,2,1768806,5904344
1769135,5903026,2915,33881,51253,EUGENIA RISE,EVERGLADE DR RAB,CALLUNA CRES (STH),383,Yes,2015/04/20 00:00:00+00,1645,7D,3402,439,96,1,3,0,0,0,3,1769135,5903026
1769485,5903532,2916,24574,51253,EUGENIA RISE,CALLUNA CRES,SILKWOOD GR,1059,Yes,2015/04/20 00:00:00+00,1645,7D,3318,412,96,1,3,0,0,0,3,1769485,5903532
1768908,5902767,2917,26219,51253,EUGENIA RISE,PEGUERO PL,IDESIA PL,51,Yes,2012/08/29 00:00:00+00,1700,7D,10041,1171,97,1,2,0,0,0,2,1768908,5902767
1768660,5912921,2918,24551,51238,ENNIS AVE,LA TROBE ST,BELDON PL,572,Yes,2012/12/03 00:00:00+00,815,7D,678,75,97,1,2,0,0,0,2,1768660,5912921
1759913,5908200,2919,24533,51229,ELMDON ST,BEDE PL,HALL AVE,369,Yes,2012/07/28 00:00:00+00,1515,7D,4515,486,96,0,3,1,0,0,4,1759913,5908200
1767141,5912249,2920,24516,51215,EDGEWATER DR (PAKURANGA),TI RAKAU DR (WEST),SNELL PL,101,Yes,2012/12/02 00:00:00+00,800,7D,2194,354,98,0,2,0,0,0,2,1767141,5912249
1770074,5917630,2921,24498,51206,EASTERN BEACH RD,BUCKLANDS BEACH RD,MCCRYSTAL AVE RAB,92,Yes,2013/09/23 00:00:00+00,1545,7D,3188,349,94,1,4,1,0,0,5,1770074,5917630
1768322,5908400,2922,24490,51205,EAST TAMAKI RD (EASTBOUND/OTARA) (SW),BIRMINGHAM RD,JOHNSTONES RD,3422,Yes,2014/02/27 00:00:00+00,1630,7D,24607,2808,93,1,4,1,1,0,6,1768322,5908400
1769911,5918540,2923,24402,51162,DEVON RD,BASILTON CL,CLOVELLY RD,536,Yes,2013/09/06 00:00:00+00,1500,7D,737,102,96,0,3,1,0,0,4,1769911,5918540
1768599,5906101,2924,24372,51144,DAWSON RD (OTARA) (SW),FLAT BUSH RD,OTHELLO DR,1040,Yes,2012/08/31 00:00:00+00,800,7D,11587,1341,97,0,2,1,0,0,3,1768599,5906101
1770126,5914093,2925,24351,51134,DALWHINNIE PDE,ABERFELDY AVE,PITLOCHRY PL,164,Yes,2013/09/23 00:00:00+00,1730,7D,307,38,98,1,1,0,0,0,1,1770126,5914093
1770358,5914435,2926,24313,51116,CROMDALE AVE,CAIRNGORM PL,HIGHLAND PARK DR,227,Yes,2013/09/23 00:00:00+00,815,7D,1062,280,99,0,1,0,0,0,1,1770358,5914435
1758701,5908231,2927,33858,51112,CREAMERY RD,KIRKBRIDE RD RAB,GREENWOOD RD (LIGHTPOLE RHS),77,Yes,2013/07/29 00:00:00+00,1630,7D,1522,301,89,1,7,2,1,0,10,1758701,5908231
1764788,5906130,2928,24254,51084,CORONATION RD (PAPATOETOE),ALLEN AVE,REEVES AVE,264,Yes,2013/06/04 00:00:00+00,1630,7D,3263,405,97,0,3,0,0,0,3,1764788,5906130
1760047,5906410,2929,24244,51082,CORNWALL RD (MANGERE),THOMAS RD,WINDRUSH CL,83,Yes,2015/04/18 00:00:00+00,1415,7D,1758,242,96,0,3,1,0,0,4,1760047,5906410
1772111,5913838,2930,24225,51072,COOK ST (HOWICK),RODNEY ST RAB,UNION RD RAB,1232,Yes,2013/11/20 00:00:00+00,1700,7D,11657,1163,95,1,3,1,0,0,4,1772111,5913838
1769706,5899549,2931,24215,51063,COLLIE ST,JILL PL,LYNMORE DR,,Yes,2013/05/12 00:00:00+00,1630,7D,761,100,98,1,1,0,0,0,1,1769706,5899549
1773587,5914803,2932,24203,51057,COCKLE BAY RD,STEVENSON WAY,TAINUI RD,400,Yes,2013/09/23 00:00:00+00,1545,7D,1528,166,91,1,4,4,0,0,8,1773587,5914803
1771921,5912906,2933,24184,51050,CLYDESDALE AVE,SIMMENTAL CRES,CORRIEDALE PL,143,Yes,2013/09/23 00:00:00+00,1445,7D,1456,170,99,0,1,0,0,0,1,1771921,5912906
1769958,5918623,2934,24174,51046,CLOVELLY RD,DEVON RD,LYNTON RD,1015,Yes,2013/09/05 00:00:00+00,1415,7D,1450,162,93,0,6,1,0,0,7,1769958,5918623
1769905,5917894,2935,24170,51046,CLOVELLY RD,MCCRYSTAL AVE,WALLER AVE,96,Yes,2013/09/06 00:00:00+00,800,7D,4477,708,96,0,3,1,0,0,4,1769905,5917894
1776653,5911636,2936,32895,51043,CLIFTON RD (WHITFORD),HENSON RD,BRIAR LANE,2049,Yes,2013/12/04 00:00:00+00,830,7D,801,111,94,2,4,0,0,0,4,1776653,5911636
1768662,5900277,2937,24106,51023,CHURCHILL AVE,HUTT RD,PURIRI RD,422,Yes,2012/08/19 00:00:00+00,1645,7D,2948,380,97,1,2,0,0,0,2,1768662,5900277
1770275,5915046,2938,24078,51007,CHERRY RD,HAZELMAY PL,HUTCHINSON RD,405,Yes,2013/09/05 00:00:00+00,800,7D,1764,285,98,1,1,0,0,0,1,1770275,5915046
1767922,5912686,2939,24063,51002,CHATSWORTH CRES,DOWNSVIEW RD,REEVES RD,403,Yes,2012/12/02 00:00:00+00,1430,7D,939,107,99,0,1,0,0,0,1,1767922,5912686
